"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","CASRN"
"NC1=C(C=CC=C1O)C(O)=O","2-AMINO-3-HYDROXYBENZOICACID3","-","A3555","12767145","-","-","10.12","Log unit","10.12","Log unit","Oc1c(c(ccc1)C(=O)O)N","10.16","Log unit","0","10.3677","Log unit","","","-","-"
"C[C@@H](O)[C@@H](N)C(O)=O","2-AMINO-3-HYDROXYBUTANOICACID1","-","A3555","12767145","-","-","2.09","Log unit","2.09","Log unit","OC(=O)C(C(C)O)N","2.37","Log unit","0","2.2074","Log unit","","","-","-"
"CC(C)(S)[C@@H](N)C(O)=O","2-AMINO-3-MERCAPTO-3-METHYLBUTANOICACID1","-","A3555","12767145","-","-","1.8","Log unit","1.8","Log unit","OC(=O)C(C(C)(S)C)N","1.27","Log unit","0","2.5556","Log unit","","","-","-"
"CC(C)(S)[C@@H](N)C(O)=O","2-AMINO-3-MERCAPTO-3-METHYLBUTANOICACID3","-","A3555","12767145","-","666","7.9","Log unit","7.9","Log unit","NC(C(C)(S)C)C(=O)O","8.85","Log unit","2","9.0937","Log unit","","","-","-"
"N[C@H](CCS)C(O)=O","2-AMINO-4-MERCAPTOBUTANOICACID1","-","A3555","12767145","-","-","2.22","Log unit","2.22","Log unit","OC(=O)C(CCS)N","2.31","Log unit","0","2.4586","Log unit","","","-","-"
"N[C@H](CCS)C(O)=O","2-AMINO-4-MERCAPTOBUTANOICACID3","-","A3555","12767145","-","666","8.87","Log unit","8.87","Log unit","NC(CCS)C(=O)O","9.58","Log unit","0","9.4134","Log unit","","","-","-"
"NC1=CC2=C(C=CC=C2)C(=C1)S(O)(=O)=O","2-AMINO-4-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","3.7","Log unit","3.7","Log unit","Nc1cc(c2ccccc2c1)S(=O)(=O)O","3.5","Log unit","13","3.0954","Log unit","","","-","-"
"NC1=CC2=C(C=C1)C=C(C=C2)S(O)(=O)=O","2-AMINO-6-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","3.79","Log unit","3.79","Log unit","Nc1ccc2cc(ccc2c1)S(=O)(=O)O","3.69","Log unit","13","3.8277","Log unit","","","-","-"
"NC1=CC2=C(C=CC=C2S(O)(=O)=O)C=C1","2-AMINO-8-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","3.89","Log unit","3.89","Log unit","Nc1ccc2cccc(c2c1)S(=O)(=O)O","3.95","Log unit","13","3.7459","Log unit","","","-","-"
"CC(C)(NC(N)=O)C(O)=O","2-AMINO-N-CARBAMOYL-2-METHYLPROPANOICACID","-","A3555","12767145","-","-","4.46","Log unit","4.46","Log unit","OC(=O)C(C)(NC(=O)N)C","3.33","Log unit","0","3.8682","Log unit","","","-","-"
"CC[C@@H](NC(=O)CN)C(O)=O","2-AMINO-N-GLYCYLBUTANOICACID1","-","A3555","12767145","-","-","3.15","Log unit","3.15","Log unit","OC(=O)C(CC)NC(=O)CN","3.07","Log unit","0","3.7225","Log unit","","","-","-"
"NC1=CC=CC=C1S(O)(=O)=O","2-AMINOBENZENESULFONICACID","-","A3555","12767145","-","-","2.46","Log unit","2.46","Log unit","Nc1c(cccc1)S(=O)(=O)O","1.97","Log unit","8","2.3279","Log unit","","","-","-"
"NC1=CC=CC=C1C(O)=O","2-AMINOBENZOICACID1","-","A3555","12767145","-","-","2.09","Log unit","2.09","Log unit","Nc1c(cccc1)C(=O)O","2.85","Log unit","1","1.9474","Log unit","","","-","-"
"CC[C@@H](N)C(O)=O","2-AMINOBUTANOICACID1","-","A3555","12767145","-","-","2.29","Log unit","2.29","Log unit","OC(=O)C(CC)N","2.41","Log unit","0","2.6158","Log unit","","","-","-"
"NCCS(O)(=O)=O","2-AMINOETHANESULFONICACID1","-","A3555","12767145","-","666","1.5","Log unit","1.5","Log unit","OS(=O)(=O)CCN","1.57","Log unit","0","-1.4938","Log unit","","","-","-"
"CCCC[C@@H](N)C(O)=O","2-AMINOHEXANOICACID1","-","A3555","12767145","-","-","2.34","Log unit","2.34","Log unit","OC(=O)C(CCCC)N","2.33","Log unit","0","2.7879","Log unit","","","-","-"
"CCC[C@@H](N)C(O)=O","2-AMINOPENTANOICACID1","-","A3555","12767145","-","-","2.32","Log unit","2.32","Log unit","OC(=O)C(CCC)N","2.42","Log unit","0","2.7137","Log unit","","","-","-"
"NC1=CC=CC=C1S","2-Aminothiophenol","-","A3555","12767145","-","-","7.9","Log unit","7.9","Log unit","Sc1ccccc1N","7.87","Log unit","0","6.7905","Log unit","Thiophenol","","-","-"
"OC(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1","2-BENZOYLBENZOICACID","-","A3555","12767145","-","-","3.54","Log unit","3.54","Log unit","OC(=O)c1c(cccc1)C(=O)c1ccccc1","3.74","Log unit","0","3.4708","Log unit","","","-","-"
"OC(=O)C1=C(C=CC=C1)C1=CC=CC=C1","2-BIPHENYLCARBOXYLICACID","-","A3555","12767145","-","-","3.46","Log unit","3.46","Log unit","OC(=O)c1ccccc1c1ccccc1","3.71","Log unit","0","3.6808","Log unit","","","-","-"
"OC(=O)[C@@H](Br)C1=CC=CC=C1","2-BROMO-2-PHENYLACETICACID","-","A3555","12767145","-","-","2.21","Log unit","2.21","Log unit","OC(=O)C(c1ccccc1)Br","2.64","Log unit","0","3.0568","Log unit","","","-","-"
"OC(=O)C1=C(Br)C=CC=C1N(=O)=O","2-BROMO-6-NITROBENZOICACID","-","A3555","12767145","-","-","1.37","Log unit","1.37","Log unit","OC(=O)c1c(cccc1Br)N(=O)=O","1.26","Log unit","0","1.477","Log unit","","","-","-"
"OC(=O)C1=C(Br)C=CC=C1","2-BROMOBENZOICACID","-","A3555","12767145","-","-","2.85","Log unit","2.85","Log unit","OC(=O)c1ccccc1Br","2.87","Log unit","0","3.2515","Log unit","","","-","-"
"OC(=O)\C=C\C1=C(Br)C=CC=C1","2-BROMOCINNAMICACID","-","A3555","12767145","-","-","4.41","Log unit","4.41","Log unit","OC(=O)C=Cc1ccccc1Br","4.08","Log unit","0","3.2297","Log unit","","","-","-"
"OC1=C(Br)C=CC=C1","2-Bromophenol","-","A3555","12767145","-","-","8.45","Log unit","8.45","Log unit","Oc1ccccc1Br","8.46","Log unit","0","8.1553","Log unit","","","-","-"
"C[C@@H](Br)C(O)=O","2-BROMOPROPANOICACID","-","A3555","12767145","-","-","2.97","Log unit","2.97","Log unit","OC(=O)C(C)Br","3.23","Log unit","0","2.8648","Log unit","","","-","-"
"C\C=C\C(O)=O","2-BUTENOICACID","-","A3555","12767145","-","-","4.44","Log unit","4.44","Log unit","OC(=O)C=CC","4.54","Log unit","0","4.9009","Log unit","","","-","-"
"OC(=O)C#CC(O)=O","2-BUTYN-1,4-DIOICACID","-","A3555","12767145","-","-","1.75","Log unit","1.75","Log unit","OC(=O)C#CC(=O)O","1.81","Log unit","0","1.1306","Log unit","","","-","-"
"CC#CC(O)=O","2-BUTYNOICACID","-","A3555","12767145","-","-","2.62","Log unit","2.62","Log unit","OC(=O)C#CC","2.57","Log unit","5","2.4431","Log unit","","","-","-"
"CC(C)(Cl)C(O)=O","2-CHLORO-2-METHYLPROPANOICACID","-","A3555","12767145","-","-","2.97","Log unit","2.97","Log unit","OC(=O)C(C)(Cl)C","3.27","Log unit","0","3.6703","Log unit","","","-","-"
"OC(=O)[C@H](Cl)C=C","2-CHLORO-3-BUTENOICACID","-","A3555","12767145","-","-","2.54","Log unit","2.54","Log unit","OC(=O)C(C=C)Cl","3.06","Log unit","0","3.5143","Log unit","","","-","-"
"C[C@H](O)[C@H](Cl)C(O)=O","2-CHLORO-3-HYDROXYBUTANOICACID","-","A3555","12767145","-","-","2.59","Log unit","2.59","Log unit","OC(=O)C(C(C)O)Cl","3.2","Log unit","0","3.5091","Log unit","","","-","-"
"OC(=O)C1=CC=CC(=C1Cl)N(=O)=O","2-CHLORO-3-NITROBENZOICACID","-","A3555","12767145","-","-","2.02","Log unit","2.02","Log unit","OC(=O)c1c(c(ccc1)N(=O)=O)Cl","2.08","Log unit","0","2.7415","Log unit","","","-","-"
"OC(=O)C1=CC=C(C=C1Cl)N(=O)=O","2-CHLORO-4-NITROBENZOICACID","-","A3555","12767145","-","-","1.96","Log unit","1.96","Log unit","OC(=O)c1c(cc(cc1)N(=O)=O)Cl","1.93","Log unit","0","2.4595","Log unit","","","-","-"
"OC(=O)C1=CC(=CC=C1Cl)N(=O)=O","2-CHLORO-5-NITROBENZOICACID","-","A3555","12767145","-","-","2.17","Log unit","2.17","Log unit","OC(=O)c1c(ccc(c1)N(=O)=O)Cl","2.08","Log unit","0","2.6839","Log unit","","","-","-"
"OC(=O)C1=C(C=CC=C1Cl)N(=O)=O","2-CHLORO-6-NITROBENZOICACID","-","A3555","12767145","-","-","1.34","Log unit","1.34","Log unit","OC(=O)c1c(cccc1N(=O)=O)Cl","1.09","Log unit","0","1.3012","Log unit","","","-","-"
"OC(=O)C1=CC=CC=C1Cl","2-CHLOROBENZOICACID","-","A3555","12767145","-","-","2.88","Log unit","2.88","Log unit","OC(=O)c1c(cccc1)Cl","2.7","Log unit","8","3.068","Log unit","","","-","-"
"CC[C@@H](Cl)C(O)=O","2-CHLOROBUTANOICACID","-","A3555","12767145","-","-","2.86","Log unit","2.86","Log unit","OC(=O)C(CC)Cl","3.25","Log unit","0","3.7214","Log unit","","","-","-"
"OC(=O)\C=C\C1=C(Cl)C=CC=C1","2-CHLOROCINNAMICACID","-","A3555","12767145","-","-","4.23","Log unit","4.23","Log unit","OC(=O)C=Cc1ccccc1Cl","3.91","Log unit","0","3.8375","Log unit","","","-","-"
"C\C=C(/Cl)C(O)=O","2-CHLOROCROTONICACID","-","A3555","12767145","-","-","3.14","Log unit","3.14","Log unit","OC(=O)C(=CC)Cl","2.83","Log unit","0","3.3721","Log unit","","","-","-"
"OC1=CC=CC=C1Cl","2-chlorophenol","-","A3555","12767145","-","-","8.55","Log unit","8.55","Log unit","Oc1c(cccc1)Cl","8.28","Log unit","0","7.9676","Log unit","","","-","-"
"OC(=O)COC1=C(Cl)C=CC=C1","2-CHLOROPHENOXYACETICACID","-","A3555","12767145","-","-","3.05","Log unit","3.05","Log unit","OC(=O)COc1c(cccc1)Cl","3.04","Log unit","0","3.1459","Log unit","","","-","-"
"OC(=O)CC1=CC=CC=C1Cl","2-CHLOROPHENYLACETICACID","-","A3555","12767145","-","-","4.07","Log unit","4.07","Log unit","OC(=O)Cc1ccccc1Cl","3.86","Log unit","0","3.7645","Log unit","","","-","-"
"C[C@H](Cl)C(O)=O","2-CHLOROPROPANOICACID","-","A3555","12767145","-","-","2.84","Log unit","2.84","Log unit","OC(=O)C(C)Cl","3.25","Log unit","0","3.4176","Log unit","","","-","-"
"C[C@@](C#N)(C(O)=O)C1=CC=CC=C1","2-CYANO-2-METHYL-2-PHENYLACETICACID","-","A3555","12767145","-","-","2.29","Log unit","2.29","Log unit","OC(=O)C(c1ccccc1)(C)C#N","1.96","Log unit","0","3.577","Log unit","","","-","-"
"CC(C)(C#N)C(O)=O","2-CYANO-2-METHYLPROPANOICACID","-","A3555","12767145","-","-","2.42","Log unit","2.42","Log unit","OC(=O)C(C)(C)C#N","2.55","Log unit","0","3.3852","Log unit","","","-","-"
"OC(=O)C1=C(C=CC=C1)C#N","2-CYANOBENZOICACID","-","A3555","12767145","-","-","3.14","Log unit","3.14","Log unit","OC(=O)c1c(C#N)cccc1","3.11","Log unit","0","2.9005","Log unit","","","-","-"
"C[C@@H](C#N)C(O)=O","2-CYANOPROPANOICACID","-","A3555","12767145","-","-","2.37","Log unit","2.37","Log unit","OC(=O)C(C)C#N","2.53","Log unit","0","3.1512","Log unit","","","-","-"
"CCOCCS","2-Ethoxyethanethiol","-","A3555","12767145","-","-","9.38","Log unit","9.38","Log unit","SCCOCC","9.62","Log unit","0","9.9673","Log unit","","","-","-"
"CCOC1=C(O)C=CC=C1","2-Ethoxyphenol","-","A3555","12767145","-","-","10.11","Log unit","10.11","Log unit","Oc1c(cccc1)OCC","9.87","Log unit","0","9.9644","Log unit","","","-","-"
"CCC1=CC=CC=C1C(O)=O","2-ETHYLBENZOICACID","-","A3555","12767145","-","-","3.79","Log unit","3.79","Log unit","OC(=O)c1c(cccc1)CC","3.76","Log unit","0","3.9219","Log unit","","","-","-"
"CCC1=C(O)C=CC=C1","2-Ethylphenol","-","A3555","12767145","-","-","10.2","Log unit","10.2","Log unit","Oc1c(cccc1)CC","10.29","Log unit","0","10.3116","Log unit","","","-","-"
"OC(=O)C(F)=C","2-FLUOROACRYLICACID","-","A3555","12767145","-","-","2.55","Log unit","2.55","Log unit","OC(=O)C(=C)F","3.03","Log unit","0","2.909","Log unit","","","-","-"
"OC(=O)C1=CC=CC=C1F","2-FLUOROBENZOICACID","-","A3555","12767145","-","-","3.27","Log unit","3.27","Log unit","OC(=O)c1c(cccc1)F","3.23","Log unit","0","3.3089","Log unit","","","-","-"
"OC1=CC=CC=C1F","2-Fluorophenol","-","A3555","12767145","-","-","8.73","Log unit","8.73","Log unit","Oc1c(cccc1)F","8.73","Log unit","0","8.4453","Log unit","","","-","-"
"OC(=O)COC1=CC=CC=C1F","2-FLUOROPHENOXYACETICACID","-","A3555","12767145","-","-","3.08","Log unit","3.08","Log unit","OC(=O)COc1c(cccc1)F","3.02","Log unit","0","3.1401","Log unit","","","-","-"
"OC(=O)C1=CC=CO1","2-FURANCARBOXYLICACID","-","A3555","12767145","-","-","3.16","Log unit","3.16","Log unit","OC(=O)c1occc1","2.79","Log unit","0","3.1211","Log unit","","","-","-"
"CCC\C=C\C(O)=O","2-HEXENOICACID","-","A3555","12767145","-","-","4.74","Log unit","4.74","Log unit","OC(=O)C=CCCC","4.47","Log unit","0","5.1257","Log unit","","","-","-"
"C[C@@](O)(C(O)=O)C1=CC=CC=C1","2-HYDROXY-2-PHENYLPROPANOICACID","-","A3555","12767145","-","-","3.53","Log unit","3.53","Log unit","OC(=O)C(c1ccccc1)(C)O","3.31","Log unit","0","3.8128","Log unit","","","-","-"
"COC1=CC=CC(C=O)=C1O","2-Hydroxy-3-methoxybenzaldehyde","-","A3555","12767145","-","-","7.91","Log unit","7.91","Log unit","Oc1c(cccc1C=O)OC","8.53","Log unit","0","8.9355","Log unit","","","-","-"
"CC1=C(O)C(=CC=C1)C(O)=O","2-HYDROXY-3-METHYLBENZOICACID","-","A3555","12767145","-","-","2.99","Log unit","2.99","Log unit","OC(=O)c1c(c(ccc1)C)O","2.84","Log unit","0","2.7957","Log unit","","","-","-"
"OC(=O)C1=CC=CC(=C1O)N(=O)=O","2-HYDROXY-3-NITROBENZOICACID","-","A3555","12767145","-","-","2.23","Log unit","2.23","Log unit","OC(=O)c1c(c(ccc1)N(=O)=O)O","2.15","Log unit","0","2.4137","Log unit","","","-","-"
"CC1=CC=C(C(O)=O)C(O)=C1","2-HYDROXY-4-METHYLBENZOICACID","-","A3555","12767145","-","-","3.17","Log unit","3.17","Log unit","OC(=O)c1c(cc(cc1)C)O","2.97","Log unit","0","2.9894","Log unit","","","-","-"
"OC(=O)C1=CC=C(C=C1O)N(=O)=O","2-HYDROXY-4-NITROBENZOICACID","-","A3555","12767145","-","-","1.87","Log unit","1.87","Log unit","OC(=O)c1c(cc(cc1)N(=O)=O)O","2.01","Log unit","0","2.1705","Log unit","","","-","-"
"OC(=O)C1=CC(Br)=CC=C1O","2-HYDROXY-5-BROMOBENZOICACID","-","A3555","12767145","-","-","2.61","Log unit","2.61","Log unit","OC(=O)c1c(ccc(c1)Br)O","2.46","Log unit","0","2.6327","Log unit","","","-","-"
"OC(=O)C1=CC(Cl)=CC=C1O","2-HYDROXY-5-CHLOROBENZOICACID","-","A3555","12767145","-","-","2.63","Log unit","2.63","Log unit","OC(=O)c1c(ccc(c1)Cl)O","2.49","Log unit","0","2.589","Log unit","","","-","-"
"OC(=O)C1=CC(=CC=C1O)N(=O)=O","2-HYDROXY-5-NITROBENZOICACID","-","A3555","12767145","-","-","2.12","Log unit","2.12","Log unit","OC(=O)c1c(ccc(c1)N(=O)=O)O","2.15","Log unit","0","2.3742","Log unit","","","-","-"
"OC1=C(C=O)C=CC=C1","2-hydroxybenzaldehyde","-","A3555","12767145","-","-","8.34","Log unit","8.34","Log unit","Oc1c(cccc1)C=O","8.87","Log unit","0","8.4033","Log unit","","","-","-"
"NC(=O)C1=C(O)C=CC=C1","2-hydroxybenzamide","-","A3555","12767145","-","-","8.36","Log unit","8.36","Log unit","Oc1c(cccc1)C(=O)N","8.36","Log unit","0","8.2111","Log unit","","","-","-"
"OC(=O)C1=CC=CC=C1O","2-HYDROXYBENZOICACID","-","A3555","12767145","-","-","2.98","Log unit","2.98","Log unit","OC(=O)c1c(cccc1)O","2.78","Log unit","0","2.7897","Log unit","","","-","-"
"OC[C@@H](C(O)=O)C1=CC=CC=C1","2-HYDROXYMETHYL-2-BENZENEACETICACID","-","A3555","12767145","-","-","4.12","Log unit","4.12","Log unit","OC(=O)C(c1ccccc1)CO","4.35","Log unit","0","4.3003","Log unit","","","-","-"
"C[C@@H](O)C(O)=O","2-HYDROXYPROPANOICACID","-","A3555","12767145","-","-","3.86","Log unit","3.86","Log unit","OC(=O)C(C)O","3.88","Log unit","0","3.7849","Log unit","","","-","-"
"CC1=C(O)C=CC=C1","2-hydroxytoluene","-","A3555","12767145","-","-","10.33","Log unit","10.33","Log unit","Oc1c(cccc1)C","10.04","Log unit","0","10.3745","Log unit","","","-","-"
"OC(=O)C1=C(I)C=CC=C1","2-IODOBENZOICACID","-","A3555","12767145","-","-","2.86","Log unit","2.86","Log unit","OC(=O)c1ccccc1I","2.85","Log unit","0","3.3004","Log unit","","","-","-"
"OC1=C(I)C=CC=C1","2-IODOPHENOL","-","A3555","12767145","-","-","8.46","Log unit","8.46","Log unit","Oc1c(cccc1)I","8.47","Log unit","1","8.4056","Log unit","","","-","-"
"OC(=O)COC1=CC=CC=C1I","2-IODOPHENOXYACETICACID","-","A3555","12767145","-","-","3.17","Log unit","3.17","Log unit","OC(=O)COc1ccccc1I","3.0","Log unit","0","2.6023","Log unit","","","-","-"
"OC(=O)CC1=CC=CC=C1I","2-IODOPHENYLACETICACID","-","A3555","12767145","-","-","4.04","Log unit","4.04","Log unit","OC(=O)Cc1ccccc1I","3.98","Log unit","0","3.1649","Log unit","","","-","-"
"OC(=O)CC1(CC(O)=O)CCCC1","1,1-CYCLOPENTYLDIACETICACID","-","A3555","12767145","-","-","3.8","Log unit","3.8","Log unit","OC(=O)CC1(CCCC1)CC(=O)O","4.15","Log unit","0","4.0487","Log unit","","","-","-"
"CCCCCCCCCC(N(=O)=O)N(=O)=O","1,1-DINITRODECANE","-","A3555","12767145","-","-","3.6","Log unit","3.6","Log unit","C(CCCCCCCCC)(N(=O)=O)N(=O)=O","4.46","Log unit","0","5.1436","Log unit","","","-","-"
"CCCCC(N(=O)=O)N(=O)=O","1,1-DINITROPENTANE","-","A3555","12767145","-","-","5.34","Log unit","5.34","Log unit","C(CCCC)(N(=O)=O)N(=O)=O","4.54","Log unit","0","5.147","Log unit","","","-","-"
"OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C=C1)C(O)=O","1,2,3,4-BENZENETETRACARBOXYLICACID","-","A3555","12767145","-","-","2.05","Log unit","2.05","Log unit","OC(=O)c1c(c(ccc1C(=O)O)C(=O)O)C(=O)O","2.0","Log unit","0","1.7384","Log unit","","","-","-"
"OC(=O)C[C@@H]([C@H](CC(O)=O)C(O)=O)C(O)=O","1,2,3,4-BUTANETETRACARBOXYLICACID","-","A3555","12767145","-","-","3.43","Log unit","3.43","Log unit","OC(=O)C(CC(=O)O)C(CC(=O)O)C(=O)O","2.64","Log unit","0","3.2302","Log unit","","","-","-"
"OC(=O)C1=CC(C(O)=O)=C(C(O)=O)C(=C1)C(O)=O","1,2,3,5-BENZENETETRACARBOXYLICACID","-","A3555","12767145","-","-","2.38","Log unit","2.38","Log unit","OC(=O)c1c(cc(cc1C(=O)O)C(=O)O)C(=O)O","2.1","Log unit","0","1.8058","Log unit","","","-","-"
"OC(=O)C1=CC=CC(C(O)=O)=C1C(O)=O","1,2,3-BENZENETRICARBOXYLICACID","-","A3555","12767145","-","-","2.88","Log unit","2.88","Log unit","OC(=O)c1c(cccc1C(=O)O)C(=O)O","2.81","Log unit","0","2.2312","Log unit","","","-","-"
"OC(=O)C1=CNN=N1","1,2,3-TRIAZOLE-4-CARBOXYLICACID","-","A3555","12767145","-","-","3.22","Log unit","3.22","Log unit","OC(=O)c1nn[nH]c1","3.3","Log unit","0","3.0288","Log unit","","","-","-"
"OC1=CC=CC(O)=C1O","1,2,3-trihydroxybenzene","-","A3555","12767145","-","-","9.03","Log unit","9.03","Log unit","Oc1c(O)cccc1O","9.21","Log unit","0","8.9373","Log unit","","","-","-"
"OC(=O)C1=CC(C(O)=O)=C(C=C1C(O)=O)C(O)=O","1,2,4,5-BENZENETETRACARBOXYLICACID","-","A3555","12767145","-","-","1.92","Log unit","1.92","Log unit","OC(=O)c1cc(c(cc1C(=O)O)C(=O)O)C(=O)O","1.99","Log unit","0","1.9657","Log unit","","","-","-"
"OC(=O)C1=CC(C(O)=O)=C(C=C1)C(O)=O","1,2,4-BENZENETRICARBOXYLICACID","-","A3555","12767145","-","-","2.52","Log unit","2.52","Log unit","OC(=O)c1c(cc(cc1)C(=O)O)C(=O)O","2.7","Log unit","14","2.5191","Log unit","","","-","-"
"O=C1NNC(=O)N1","1,2,4-Triazolidine-3,5-dione","-","A3555","12767145","-","-","5.8","Log unit","5.8","Log unit","[nH]1[nH]c(=O)[nH]c1=O","6.93","Log unit","2","9.8185","Log unit","","","-","-"
"OC1=C(O)C(=CC=C1)N(=O)=O","1,2-DIHYDROXY-3-NITROBENZENE","-","A3555","12767145","-","-","6.68","Log unit","6.68","Log unit","Oc1c(cccc1N(=O)=O)O","6.41","Log unit","0","6.7239","Log unit","","","-","-"
"SCCS","1,2-ETHANEDITHIOL","-","A3555","12767145","-","-","8.96","Log unit","8.96","Log unit","SCCS","9.92","Log unit","0","9.8125","Log unit","","","-","-"
"OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O","1,3,5-BENZENETRICARBOXYLICACID","-","A3555","12767145","-","-","2.12","Log unit","2.12","Log unit","OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O","2.59","Log unit","0","3.1434","Log unit","","","-","-"
"OC1=CC(O)=CC(O)=C1","1,3,5-trihydroxybenzene","-","A3555","12767145","-","-","8.45","Log unit","8.45","Log unit","Oc1cc(O)cc(O)c1","8.56","Log unit","0","9.1263","Log unit","","","-","-"
"OC(=O)C1=CC(=CC=C1)C(O)=O","1,3-BENZENEDICARBOXYLICACID","-","A3555","12767145","-","-","3.62","Log unit","3.62","Log unit","OC(=O)c1cc(ccc1)C(=O)O","3.4","Log unit","0","3.5491","Log unit","","","-","-"
"O=C1CCCC(=O)C1","1,3-Cyclohexanedione","-","A3555","12767145","-","-","5.26","Log unit","5.26","Log unit","C1C(=O)CCCC1=O","6.34","Log unit","0","8.6935","Log unit","","","-","-"
"OC1=CC(O)=CC=C1","1,3-Dihydroxybenzene","-","A3555","12767145","-","-","9.44","Log unit","9.44","Log unit","Oc1cccc(c1)O","9.17","Log unit","0","9.2643","Log unit","","","-","-"
"OC(=O)C1=CC=C(C=C1)C(O)=O","1,4-BENZENEDICARBOXYLICACID","-","A3555","12767145","-","-","3.54","Log unit","3.54","Log unit","OC(=O)c1ccc(cc1)C(=O)O","3.5","Log unit","0","3.3204","Log unit","","","-","-"
"OC1=CC(=C(O)C(=C1)N(=O)=O)N(=O)=O","1,4-DIHYDROXY-2,6-DINITROBENZENE","-","A3555","12767145","-","-","4.42","Log unit","4.42","Log unit","Oc1c(cc(cc1N(=O)=O)O)N(=O)=O","4.2","Log unit","0","4.0852","Log unit","","","-","-"
"OC1=CC=C(O)C=C1","1,4-Dihydroxybenzene","-","A3555","12767145","-","-","9.91","Log unit","9.91","Log unit","Oc1ccc(cc1)O","10.36","Log unit","0","9.6763","Log unit","","","-","-"
"O[C@H](CS)[C@H](O)CS","1,4-dimercapto-2,3-butanediol","-","A3555","12767145","-","-","8.9","Log unit","8.9","Log unit","SCC(O)C(CS)O","8.58","Log unit","0","9.6162","Log unit","","","-","-"
"OC(=O)CCCCC(O)=O","1,6-HEXANEDIOICACID","-","A3555","12767145","-","-","4.42","Log unit","4.42","Log unit","OC(=O)CCCCC(=O)O","4.65","Log unit","7","4.6978","Log unit","","","-","-"
"CC(C)(C)C1=C(O)C=CC=C1","1-(T-BUTYL)-2-HYDROXYBENZENE","-","A3555","12767145","-","-","10.62","Log unit","10.62","Log unit","Oc1ccccc1C(C)(C)C","10.77","Log unit","0","10.6373","Log unit","","","-","-"
"CC(C)(C)C1=CC=CC(O)=C1","1-(T-BUTYL)-3-HYDROXYBENZENE","-","A3555","12767145","-","-","10.12","Log unit","10.12","Log unit","Oc1cccc(c1)C(C)(C)C","10.07","Log unit","0","10.0646","Log unit","","","-","-"
"CC(C)(C)C1=CC=C(O)C=C1","1-(T-BUTYL)-4-HYDROXYBENZENE","-","A3555","12767145","-","-","10.23","Log unit","10.23","Log unit","Oc1ccc(cc1)C(C)(C)C","10.34","Log unit","0","10.2448","Log unit","","","-","-"
"NC1(CCCCCC1)C(O)=O","1-AMINO-1-CYCLOHEPTANECARBOXYLICACID1","-","A3555","12767145","-","-","2.59","Log unit","2.59","Log unit","OC(=O)C1(CCCCCC1)N","2.44","Log unit","0","2.6362","Log unit","","","-","-"
"NC1(CCCCC1)C(O)=O","1-AMINO-1-CYCLOHEXANECARBOXYLICACID1","-","A3555","12767145","-","-","2.65","Log unit","2.65","Log unit","OC(=O)C1(CCCCC1)N","2.42","Log unit","0","2.5652","Log unit","","","-","-"
"NC1=C(C=CC2=C1C=CC=C2)S(O)(=O)=O","1-AMINO-2-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","1.71","Log unit","1.71","Log unit","Nc1c(ccc2ccccc12)S(=O)(=O)O","1.68","Log unit","12","2.0418","Log unit","","","-","-"
"NC1=CC(=CC2=C1C=CC=C2)S(O)(=O)=O","1-AMINO-3-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","3.2","Log unit","3.2","Log unit","Nc1cc(cc2ccccc12)S(=O)(=O)O","3.46","Log unit","11","2.9449","Log unit","","","-","-"
"NC1=CC=CC2=C1C=CC=C2S(O)(=O)=O","1-AMINO-5-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","3.69","Log unit","3.69","Log unit","Nc1cccc2c(cccc12)S(=O)(=O)O","3.71","Log unit","11","3.6171","Log unit","","","-","-"
"NC1=CC=CC2=C1C=CC(=C2)S(O)(=O)=O","1-AMINO-6-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","3.8","Log unit","3.8","Log unit","Nc1cccc2cc(ccc12)S(=O)(=O)O","3.81","Log unit","11","3.5837","Log unit","","","-","-"
"NC1=CC=CC2=C1C=C(C=C2)S(O)(=O)=O","1-AMINO-7-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","3.66","Log unit","3.66","Log unit","Nc1cccc2ccc(cc12)S(=O)(=O)O","3.67","Log unit","11","3.6014","Log unit","","","-","-"
