href,name,weight,smiles,pKa,pKa source,pKa notes
https://www.drugbank.ca/drugs/DB00491,Miglitol,207.2243,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,5.9,"<span class=""not-available"">Not Available</span>",5.9
https://www.drugbank.ca/drugs/DB00562,Benzthiazide,431.937,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,6,"BERTHOD,A ET AL. (1999)",6
https://www.drugbank.ca/drugs/DB11978,Glasdegib,374.448,CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N,6,"Munchhof M., et al. (2011). ACS Med Chem Lett. ",6
https://www.drugbank.ca/drugs/DB00537,Ciprofloxacin,331.3415,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,6.09,"TORNIANEN,K ET AL. (1996)",6.09
https://www.drugbank.ca/drugs/DB00981,Physostigmine,275.3461,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,6.12,MERCK INDEX (1996),6.12
https://www.drugbank.ca/drugs/DB01137,Levofloxacin,361.3675,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,6.25,Canadian label,6.25
https://www.drugbank.ca/drugs/DB12532,Oxetacaine,467.654,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1,6.25,"Posey E., Boler K. and Posey L. The Amerian Journal of Digestive Diseases. (1969)",6.25
https://www.drugbank.ca/drugs/DB00554,Piroxicam,331.346,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,6.3,SANGSTER (1994),6.3
https://www.drugbank.ca/drugs/DB01390,Sodium bicarbonate,84.0066,[Na+].OC([O-])=O,6.3,"<span class=""not-available"">Not Available</span>",6.3
https://www.drugbank.ca/drugs/DB00153,Ergocalciferol,396.6484,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,6.35,Hart J. and Norman M. 1992. The Analyst. ,6.35
https://www.drugbank.ca/drugs/DB00359,Sulfadiazine,250.277,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,6.36,SANGSTER (1994),6.36
https://www.drugbank.ca/drugs/DB11098,Potassium bicarbonate,100.1151,[K+].OC([O-])=O,6.37,'MSDS',6.37
https://www.drugbank.ca/drugs/DB00888,Mechlorethamine,156.054,CN(CCCl)CCCl,6.43,"PERRIN,DD (1965)",6.43 (at 25°C)
https://www.drugbank.ca/drugs/DB04844,Tetrabenazine,317.4226,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,6.51,FDA label ,6.51
https://www.drugbank.ca/drugs/DB00590,Doxazosin,451.4751,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,6.52,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL707/,6.52
https://www.drugbank.ca/drugs/DB00457,Prazosin,383.4011,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,6.54,https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma/Product_Information_Sheet/1/p7791pis.pdf,6.54
https://www.drugbank.ca/drugs/DB00656,Trazodone,371.864,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,6.74,https://patents.google.com/patent/EP1931346B1,6.74
https://www.drugbank.ca/drugs/DB01085,Pilocarpine,208.2569,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,6.78,"<span class=""not-available"">Not Available</span>",6.78
https://www.drugbank.ca/drugs/DB00501,Cimetidine,252.339,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,6.8,"TOMLINSON,E &amp; HAFKENSCHEID,TL (1986)",6.8
https://www.drugbank.ca/drugs/DB01253,Ergometrine,325.4048,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,6.8,MERCK INDEX (1996),6.8
https://www.drugbank.ca/drugs/DB00880,Chlorothiazide,295.723,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,6.85,MERCK INDEX (1996),6.85
https://www.drugbank.ca/drugs/DB12243,Edaravone,174.203,CC1=NN(C(=O)C1)C1=CC=CC=C1,7,"Watanabe T, Tahara M, Todo S: The novel antioxidant edaravone: from bench to bedside. Cardiovasc Ther. 2008 Summer;26(2):101-14. doi: 10.1111/j.1527-3466.2008.00041.x. [A19140]",7
https://www.drugbank.ca/drugs/DB05154,Pretomanid,359.2574,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,7,https://www.researchgate.net/publication/310833979_Simultaneous_HPLC_assay_for_pretomanid_PA-824_moxifloxacin_and_pyrazinamide_in_an_inhaler_formulation_for_drug-resistant_tuberculosis,7
https://www.drugbank.ca/drugs/DB11363,Alectinib,482.6166,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O,7.05,FDA Label,7.05
https://www.drugbank.ca/drugs/DB01224,Quetiapine,383.507,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,7.06,http://www.t3db.ca/toxins/T3D2555,7.06
https://www.drugbank.ca/drugs/DB00633,Dexmedetomidine,200.2795,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,7.1,"<span class=""not-available"">Not Available</span>",7.1
https://www.drugbank.ca/drugs/DB00857,Terbinafine,291.4299,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,7.1,Health Canada,7.1
https://www.drugbank.ca/drugs/DB00214,Torasemide,348.42,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,7.1,'FDA label',7.1
https://www.drugbank.ca/drugs/DB08881,Vemurafenib,489.922,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,7.1,Royal Soc Chem,7.1
https://www.drugbank.ca/drugs/DB00440,Trimethoprim,290.3177,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,7.12,"PERRIN,DD (1972)",7.12 (at 20 °C)
https://www.drugbank.ca/drugs/DB00819,Acetazolamide,222.245,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,7.2,MERCK INDEX (1996),7.2
https://www.drugbank.ca/drugs/DB00698,Nitrofurantoin,238.159,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,7.2,SANGSTER (1994),7.2
https://www.drugbank.ca/drugs/DB06147,Sulfathiazole,255.317,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,7.2,"BUDAVARI,S ET AL. (1996)",7.2
https://www.drugbank.ca/drugs/DB01148,Flavoxate,391.4596,CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1,7.3,MERCK INDEX (1996),7.3
https://www.drugbank.ca/drugs/DB01275,Hydralazine,160.1759,NNC1=NN=CC2=CC=CC=C12,7.3,Machado (2002),7.3
https://www.drugbank.ca/drugs/DB00703,Methazolamide,236.26,CN1N=C(SC1=NC(C)=O)S(N)(=O)=O,7.3,"<span class=""not-available"">Not Available</span>",7.3
https://www.drugbank.ca/drugs/DB01174,Phenobarbital,232.2353,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,7.3,"BUDAVARI,S ET AL. (1996)",7.3
https://www.drugbank.ca/drugs/DB00205,Pyrimethamine,248.711,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,7.34,"PERRIN,DD (1972)",7.34 (at 20 °C)
https://www.drugbank.ca/drugs/DB00150,Tryptophan,204.2252,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,7.38,"KORTUM,G ET AL (1961)",7.38 (at 25 °C)
https://www.drugbank.ca/drugs/DB00322,Floxuridine,246.1924,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,7.44,SANGSTER (1994),7.44
https://www.drugbank.ca/drugs/DB00450,Droperidol,379.4274,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,7.46,SANGSTER (1994),7.46
https://www.drugbank.ca/drugs/DB01154,Thiamylal,254.349,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,7.48,SANGSTER (1994),7.48
https://www.drugbank.ca/drugs/DB00697,Tizanidine,253.711,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,7.48,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1079/,7.48
https://www.drugbank.ca/drugs/DB00363,Clozapine,326.823,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,7.5,"EL TAYAR,N ET AL. (1985)",7.5
https://www.drugbank.ca/drugs/DB11823,Esketamine,237.73,CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl,7.5,https://edoc.unibas.ch/1310/1/20110314_1408_DissCB_e_version.pdf,7.5
https://www.drugbank.ca/drugs/DB01221,Ketamine,237.725,CNC1(CCCCC1=O)C1=CC=CC=C1Cl,7.5,Ketamine monograph,7.5
https://www.drugbank.ca/drugs/DB00599,Thiopental,242.338,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,7.55,SANGSTER (1994),7.55
https://www.drugbank.ca/drugs/DB01582,Sulfamethazine,278.33,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,7.59,SANGSTER (1994),7.59
https://www.drugbank.ca/drugs/DB01238,Aripiprazole,448.385,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,7.6,https://medsafe.govt.nz/profs/Datasheet/a/Abilifytab.pdf,7.6
https://www.drugbank.ca/drugs/DB01190,Clindamycin,424.983,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,7.6,Canadian labeling,7.6
https://www.drugbank.ca/drugs/DB06230,Nalmefene,339.435,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,7.6,FDA Label,7.6
https://www.drugbank.ca/drugs/DB14975,Voxelotor,337.379,CC(C)N1N=CC=C1C1=C(COC2=CC=CC(O)=C2C=O)C=CC=N1,7.67,https://www.chemicalbook.com/ChemicalProductProperty_EN_CB73053893.htm,7.67±0.10
https://www.drugbank.ca/drugs/DB00961,Mepivacaine,246.348,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,7.7,SANGSTER (1994),7.7
https://www.drugbank.ca/drugs/DB00370,Mirtazapine,265.3529,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,7.7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2825368/,7.7
https://www.drugbank.ca/drugs/DB03615,Ribostamycin,454.4727,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O,7.7,MERCK INDEX (1996),7.7
https://www.drugbank.ca/drugs/DB00747,Scopolamine,303.3529,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,7.75,"SANGSTER,J (1994)",7.75 (at 25 °C)
https://www.drugbank.ca/drugs/DB13747,Trolamine,149.1882,OCCN(CCO)CCO,7.76,"Fiume MM, Heldreth B, Bergfeld WF, et al. Safety assessment of triethanolamine and triethanolamine-containing ingredients as used in cosmetics. Int J Toxicol. 2013;32(3 Suppl):59S-83S.",7.76
https://www.drugbank.ca/drugs/DB00484,Brimonidine,292.135,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,7.78,Sandoz Canada Product Monograph,7.78
https://www.drugbank.ca/drugs/DB00306,Talbutal,224.2563,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,7.79,"KORTUM,G ET AL (1961)",7.79 (at 25 °C)
https://www.drugbank.ca/drugs/DB00849,Methylphenobarbital,246.2619,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,7.8,"<span class=""not-available"">Not Available</span>",7.8
https://www.drugbank.ca/drugs/DB00211,Midodrine,254.2823,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,7.8,"<span class=""not-available"">Not Available</span>",7.8
https://www.drugbank.ca/drugs/DB00418,Secobarbital,238.2829,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,7.8,"WOLLWEBER,H (1989)",7.8
https://www.drugbank.ca/drugs/DB01351,Amobarbital,226.2722,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,7.84,SANGSTER (1994),7.84
https://www.drugbank.ca/drugs/DB01353,Butobarbital,212.2456,CCCCC1(CC)C(=O)NC(=O)NC1=O,7.86,SANGSTER (1994),7.86
https://www.drugbank.ca/drugs/DB00993,Azathioprine,277.263,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,7.87,"MITRA,AK &amp; NARURKAR,MM (1986)",7.87 (at 25 °C)
https://www.drugbank.ca/drugs/DB01184,Domperidone,425.911,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,7.9,"EL TAYAR,N ET AL. (1985)",7.9
https://www.drugbank.ca/drugs/DB00623,Fluphenazine,437.522,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,7.9,"EL TAYAR,N ET AL. (1985)",7.9
https://www.drugbank.ca/drugs/DB00999,Hydrochlorothiazide,297.739,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,7.9,SANGSTER (1994),7.9
https://www.drugbank.ca/drugs/DB08604,Triclosan,289.542,OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1,7.9,"Merck Index 12:3, 2000",7.9
https://www.drugbank.ca/drugs/DB00654,Latanoprost,432.5928,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,7.93,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL448/,7.93
https://www.drugbank.ca/drugs/DB00850,Perphenazine,403.969,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,7.94,SANGSTER (1994),7.94
https://www.drugbank.ca/drugs/DB01452,Diamorphine,369.411,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,7.95,"AVDEEF,A ET AL. (1996)",7.95 (at 25 °C)
https://www.drugbank.ca/drugs/DB00432,Trifluridine,296.1999,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,7.95,SANGSTER (1994),7.95
https://www.drugbank.ca/drugs/DB08868,Fingolimod,307.4708,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,8,https://www.ema.europa.eu/en/documents/variation-report/gilenya-h-c-2202-ii-0034-epar-assessment-report-variation_en.pdf,8
https://www.drugbank.ca/drugs/DB01157,Trimetrexate,369.4176,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,8,"<span class=""not-available"">Not Available</span>",8
https://www.drugbank.ca/drugs/DB00281,Lidocaine,234.3373,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,8.01,SANGSTER (1994),8.01
https://www.drugbank.ca/drugs/DB00544,Fluorouracil,130.0772,FC1=CNC(=O)NC1=O,8.02,SANGSTER (1994),8.02
https://www.drugbank.ca/drugs/DB01062,Oxybutynin,357.4864,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,8.04,https://www.chemicalbook.com/ChemicalProductProperty_US_CB2767266.aspx,8.04
https://www.drugbank.ca/drugs/DB00575,Clonidine,230.094,ClC1=CC=CC(Cl)=C1NC1=NCCN1,8.05,"KONTTURI,K &amp; MURTOMAKI,L (1992)",8.05 (at 25 °C)
https://www.drugbank.ca/drugs/DB00721,Procaine,236.3101,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,8.05,"PERRIN,DD (1965)",8.05 (at 15 °C)
https://www.drugbank.ca/drugs/DB01123,Proflavine,209.2465,NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,8.06,"PERRIN,DD (1972)",8.06 (at 20 °C)
https://www.drugbank.ca/drugs/DB00296,Ropivacaine,274.4011,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,8.07,"<span class=""not-available"">Not Available</span>",8.07
https://www.drugbank.ca/drugs/DB00297,Bupivacaine,288.4277,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,8.1,"<span class=""not-available"">Not Available</span>",8.1
https://www.drugbank.ca/drugs/DB01002,Levobupivacaine,288.4277,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,8.1,"<span class=""not-available"">Not Available</span>",8.1
https://www.drugbank.ca/drugs/DB00433,Prochlorperazine,373.943,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,8.1,SANGSTER (1994),8.1
https://www.drugbank.ca/drugs/DB00312,Pentobarbital,226.2722,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,8.11,"SERJEANT,EP &amp; DEMPSEY,B (1979)",8.11 (at 25 °C)
https://www.drugbank.ca/drugs/DB04861,Nebivolol,405.435,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,8.13,http://www.medicines.org.au/files/txpnebiv.pdf,8.13
https://www.drugbank.ca/drugs/DB01192,Oxymorphone,301.3371,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,8.17,SANGSTER (1994),8.17
https://www.drugbank.ca/drugs/DB00318,Codeine,299.3642,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,8.2,http://www.inchem.org/documents/pims/pharm/codeine.htm,8.2
https://www.drugbank.ca/drugs/DB08930,Dolutegravir,419.3788,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,8.2,MSDS,8.2
https://www.drugbank.ca/drugs/DB00327,Hydromorphone,285.3377,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,8.2,Agilent. SAMHSA-Compilant Analysis of Opiates.,8.2
https://www.drugbank.ca/drugs/DB00295,Morphine,285.3377,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,8.21,Agilent Technology. LC/MS/MS Analysis of Opiates. ,8.21 (at 25 °C)
https://www.drugbank.ca/drugs/DB00921,Buprenorphine,467.6401,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,8.31,"AVDEEF,A ET AL. (1996)",8.31 (at 25 °C)
https://www.drugbank.ca/drugs/DB00252,Phenytoin,252.268,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,8.33,SANGSTER (1994),8.33
https://www.drugbank.ca/drugs/DB08797,Salicylamide,137.136,NC(=O)C1=CC=CC=C1O,8.37,"KORTUM,G ET AL (1961)",8.37 (at 20 °C)
https://www.drugbank.ca/drugs/DB00920,Ketotifen,309.425,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,8.43,"<span class=""not-available"">Not Available</span>",8.43
https://www.drugbank.ca/drugs/DB00891,Sulfapyridine,249.289,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,8.43,"PERRIN,DD (1965)",8.43
https://www.drugbank.ca/drugs/DB00924,Cyclobenzaprine,275.3874,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,8.47,FDA Label,8.47
https://www.drugbank.ca/drugs/DB00436,Bendroflumethiazide,421.415,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,8.5,SANGSTER (1994),8.5
https://www.drugbank.ca/drugs/DB00184,Nicotine,162.2316,CN1CCC[C@H]1C1=CN=CC=C1,8.5,http://www.surgeongeneral.gov/library/reports/50-years-of-progress/sgr50-chap-5.pdf,8.5
https://www.drugbank.ca/drugs/DB06480,Prucalopride,367.87,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,8.5,Resotrans data sheet (measure of piperidine moiety),8.5
https://www.drugbank.ca/drugs/DB00845,Clofazimine,473.396,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,8.51,"QUIGLEY,JM ET AL. (1990)",8.51
https://www.drugbank.ca/drugs/DB00532,Mephenytoin,218.2518,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,8.51,"TOMLINSON,E &amp; HAFKENSCHEID,TL (1986)",8.51
https://www.drugbank.ca/drugs/DB00908,Quinidine,324.4168,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,8.56,SANGSTER (1994),8.56 (at 25 °C)
https://www.drugbank.ca/drugs/DB00368,Norepinephrine,169.1778,NC[C@H](O)C1=CC(O)=C(O)C=C1,8.58,"PERRIN,DD (1965)",8.58
https://www.drugbank.ca/drugs/DB00668,Epinephrine,183.2044,CNC[C@H](O)C1=CC(O)=C(O)C=C1,8.59,https://pubchem.ncbi.nlm.nih.gov/compound/epinephrine#section=Stability,8.59 (at 25 °C)
https://www.drugbank.ca/drugs/DB00454,Meperidine,247.3327,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,8.59,SANGSTER (1994),8.59
https://www.drugbank.ca/drugs/DB09237,Levamlodipine,408.88,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,8.6,FDA Label,8.6
https://www.drugbank.ca/drugs/DB00779,Nalidixic acid,232.2353,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,8.6,"OSOL,A &amp; HOOVER,JE (1975)",8.6
https://www.drugbank.ca/drugs/DB01021,Trichlormethiazide,380.656,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,8.6,"<span class=""not-available"">Not Available</span>",8.6
https://www.drugbank.ca/drugs/DB00907,Cocaine,303.3529,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,8.61,MERCK INDEX (1996),8.61 (at 15 °C)
https://www.drugbank.ca/drugs/DB06782,Dimercaprol,124.225,OCC(S)CS,8.62,"SARGEANT,EP &amp; DEMPSEY,B (1979)",8.62 (at 25 °C)
https://www.drugbank.ca/drugs/DB01100,Pimozide,461.5462,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,8.63,"EL TAYAR,N ET AL. (1985)",8.63
https://www.drugbank.ca/drugs/DB00502,Haloperidol,375.864,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,8.66,"EL TAYAR,N ET AL. (1985)",8.66
https://www.drugbank.ca/drugs/DB00551,Acetohydroxamic acid,75.0666,CC(=O)NO,8.7,"SERJEANT,EP &amp; DEMPSEY,B (1979)",8.7 (at 25 °C)
https://www.drugbank.ca/drugs/DB00594,Amiloride,229.627,NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N,8.7,"<span class=""not-available"">Not Available</span>",8.7
https://www.drugbank.ca/drugs/DB00273,Topiramate,339.362,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,8.7,http://foodb.ca/compounds/FDB023601,8.7
https://www.drugbank.ca/drugs/DB09205,Moxisylyte,279.38,CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,8.71,Microphysiology Database Project. University of Pittsburgh. ,8.71
https://www.drugbank.ca/drugs/DB01119,Diazoxide,230.671,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,8.74,SANGSTER (1994),8.74
https://www.drugbank.ca/drugs/DB01656,Roflumilast,403.207,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,8.74,"<span class=""not-available"">Not Available</span>",8.74
https://www.drugbank.ca/drugs/DB00662,Trimethobenzamide,388.4574,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,8.78,"EL TAYAR,N ET AL. (1985)",8.78
https://www.drugbank.ca/drugs/DB00610,Metaraminol,167.205,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,8.79,SANGSTER (1994),8.79
https://www.drugbank.ca/drugs/DB00808,Indapamide,365.835,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,8.8,FDA Label,8.8
https://www.drugbank.ca/drugs/DB00277,Theophylline,180.164,CN1C2=C(NC=N2)C(=O)N(C)C1=O,8.81,"KORTUM,G ET AL (1961)",8.81
https://www.drugbank.ca/drugs/DB00174,Asparagine,132.1179,N[C@@H](CC(N)=O)C(O)=O,8.82,"KORTUM,G ET AL (1961)",8.82 (at 18 °C)
https://www.drugbank.ca/drugs/DB00527,Cinchocaine,343.4632,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,8.85,SANGSTER (1994),8.85
https://www.drugbank.ca/drugs/DB06691,Mepyramine,285.384,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,8.85,"PERRIN,DD (1965)",8.85 (at 20 °C)
https://www.drugbank.ca/drugs/DB05351,Dexlansoprazole,369.36,CC1=C(OCC(F)(F)F)C=CN=C1C[S@@](=O)C1=NC2=CC=CC=C2N1,8.87,MSDS,8.87
https://www.drugbank.ca/drugs/DB00652,Pentazocine,285.4238,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,8.88,SANGSTER (1994),8.88
https://www.drugbank.ca/drugs/DB00843,Donepezil,379.492,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,8.9,https://www.sunpharma.com/australia-pi-download/50508/Donepezil,8.9
https://www.drugbank.ca/drugs/DB00774,Hydroflumethiazide,331.292,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,8.9,"BUDAVARI,S ET AL. (1996)",8.9
https://www.drugbank.ca/drugs/DB01173,Orphenadrine,269.3813,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,8.91,SANGSTER (1994),8.91
